show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,user_rating,views_millions,budget_usd,is_original
s154,MOVIE,Synthetic Title 154,Ava DuVernay,Scarlett Johansson,"United States, Canada",42624,2016,TV-PG,101mins,"Horror Movies, Thrillers",6.7,120.07,80400000,FALSE
s155,tv show,Synthetic Title 155,,"Leonardo DiCaprio, Tom Hanks",United Kingdom,43423,1995,TV-PG,3 Seasons,"Horror Movies, Thrillers",5.3,145.29,56770000,FALSE
s156,TV Show,Synthetic Title 156,Greta Gerwig,Scarlett Johansson,Japan,42815,1993,PG-13,7 Seasons,Comedies,6,43.93,50739000,FALSE
s157,movie ,Synthetic Title 157,Steven Spielberg,"Tom Hanks, Morgan Freeman",United States,42424,2009,R,174mins,"Horror Movies, Thrillers",5.7,63.24,25497000,TRUE
s158,Movie,Synthetic Title 158,Greta Gerwig,,France,43932,2016,TV-MA,138 m,Crime TV Shows,5.7,125.77,24341000,TRUE
s159,TV Show,Synthetic Title 159,Ava DuVernay,,"United States, Canada",44001,2013,PG-13,4 Seasons,Crime TV Shows,7.4,142.37,78527000,FALSE
s160,tv show,Synthetic Title 160,Bong Joon Ho,Morgan Freeman,United States,44645,2012,TV-PG,3 S,Crime TV Shows,8.9,8.19,65752000,TRUE
s161,TV Show,Synthetic Title 161,Greta Gerwig,Brad Pitt,South Korea,43966,1995,NR,1 Season,"Horror Movies, Thrillers",9.2,83.25,84359000,FALSE
s162,TV Show,Synthetic Title 162,Greta Gerwig,"Tom Hanks, Brad Pitt, Morgan Freeman",South Korea,43157,2002,PG-13,8 S,Comedies,7.7,33.83,96667000,TRUE
s163,movie ,Synthetic Title 163,Steven Spielberg,Brad Pitt,France,"September 08, 2021",1997,R,79 min,Documentaries,1.4,2.32,6961000,FALSE
s164,Movie,Synthetic Title 164,,"Tom Hanks, Scarlett Johansson, Brad Pitt",United States,"November 16, 2020",2015,NR,156 m,"International TV Shows, TV Dramas",999,68.57,29338000,TRUE
s165,tv show,Synthetic Title 165,Greta Gerwig,"Brad Pitt, Viola Davis",United Kingdom,"July 25, 2023",2016,PG-13,4 Seasons,Crime TV Shows,9.3,35.73,60528000,FALSE
s166,tv show,Synthetic Title 166,Greta Gerwig,"Scarlett Johansson, Tom Hanks",France,"January 05, 2016",1992,PG-13,2 Seasons,Crime TV Shows,3.9,15.93,1183000,TRUE
s167,tv show,Synthetic Title 167,Martin Scorsese,Morgan Freeman,France,42835,2019,PG-13,2 S,"Horror Movies, Thrillers",4.9,127.93,46139000,FALSE
s168,movie ,Synthetic Title 168,Christopher Nolan,"Morgan Freeman, Scarlett Johansson",South Korea,43517,2020,PG-13,101mins,"Horror Movies, Thrillers",8,54.46,38375000,FALSE
s169,Movie,Synthetic Title 169,Martin Scorsese,"Brad Pitt, Scarlett Johansson, Morgan Freeman",Japan,"November 01, 2018",2006,TV-PG,89mins,Documentaries,6.9,16.26,66366000,TRUE
s170,tv show,Synthetic Title 170,,Zendaya,India,42005,1991,TV-MA,1 S,Documentaries,2.5,25.74,72507000,TRUE
s171,TV Show,Synthetic Title 171,Ava DuVernay,Leonardo DiCaprio,Japan,42931,1993,NR,10 S,Documentaries,2.5,55.9,3945000,TRUE
s172,tv show,Synthetic Title 172,Steven Spielberg,"Tom Hanks, Leonardo DiCaprio",India,44303,2015,TV-14,3 S,Documentaries,8.7,95.14,28904000,TRUE
s173,tv show,Synthetic Title 173,Greta Gerwig,Morgan Freeman,Japan,42507,1994,TV-MA,9 Seasons,Action & Adventure,1.9,101.25,93478000,FALSE
s174,TV Show,Synthetic Title 174,Martin Scorsese,"Leonardo DiCaprio, Viola Davis",Japan,45073,2019,TV-14,8 Seasons,Comedies,9.4,89.44,59768000,TRUE
s175,tv show,Synthetic Title 175,Christopher Nolan,"Scarlett Johansson, Tom Hanks, Leonardo DiCaprio",India,"May 01, 2016",1994,PG-13,2 Seasons,Crime TV Shows,9,32.72,98914000,TRUE
s176,TV Show,Synthetic Title 176,Martin Scorsese,"Zendaya, Viola Davis, Tom Hanks",France,45022,2010,NR,2 Seasons,"Horror Movies, Thrillers",5.8,25.17,8548000,FALSE
s177,movie ,Synthetic Title 177,Steven Spielberg,"Viola Davis, Zendaya",United Kingdom,42042,1998,PG-13,73mins,Documentaries,6.6,147.99,68946000,FALSE
s178,TV Show,Synthetic Title 178,Martin Scorsese,"Zendaya, Tom Hanks",India,42291,2004,TV-PG,1 Season,"International TV Shows, TV Dramas",3.4,82.68,85758000,TRUE
s179,TV Show,Synthetic Title 179,Ava DuVernay,Viola Davis,India,"November 29, 2017",2017,TV-MA,4 S,Action & Adventure,9.3,15.99,3207000,TRUE
s180,movie ,Synthetic Title 180,Steven Spielberg,"Morgan Freeman, Viola Davis",South Korea,"July 28, 2020",1990,TV-MA,88 m,Documentaries,9.9,56.79,19345000,TRUE
s181,TV Show,Synthetic Title 181,Ava DuVernay,Leonardo DiCaprio,France,45176,2013,TV-MA,6 S,Comedies,7.4,98.33,82255000,FALSE
s182,Movie,Synthetic Title 182,Christopher Nolan,Leonardo DiCaprio,Japan,43083,2023,TV-PG,165mins,Comedies,6.3,26.73,30377000,FALSE
s183,movie ,Synthetic Title 183,Ava DuVernay,"Brad Pitt, Leonardo DiCaprio",United States,42520,2018,TV-PG,84mins,Documentaries,5.9,47.41,82875000,TRUE
s184,MOVIE,Synthetic Title 184,Christopher Nolan,Viola Davis,India,42446,2014,TV-MA,171 min,Crime TV Shows,4.6,128.29,67529000,TRUE
s185,Movie,Synthetic Title 185,Greta Gerwig,"Zendaya, Viola Davis",India,"June 11, 2023",2014,TV-14,122 m,Crime TV Shows,3.8,3.07,84627000,FALSE
s186,MOVIE,Synthetic Title 186,Greta Gerwig,"Tom Hanks, Viola Davis","United States, Canada",42542,2016,R,85 m,"Horror Movies, Thrillers",1.5,88.28,60641000,FALSE
s187,MOVIE,Synthetic Title 187,Greta Gerwig,"Leonardo DiCaprio, Viola Davis",France,"January 29, 2023",1995,TV-14,150 min,"Horror Movies, Thrillers",6.5,93.83,94471000,TRUE
s188,tv show,Synthetic Title 188,Martin Scorsese,"Viola Davis, Tom Hanks",South Korea,"January 04, 2022",2010,R,2 Seasons,Action & Adventure,5.5,55.64,79904000,FALSE
s189,tv show,Synthetic Title 189,Christopher Nolan,"Brad Pitt, Viola Davis",France,"August 28, 2018",2007,TV-14,10 Seasons,"International TV Shows, TV Dramas",4.2,76.33,46339000,TRUE
s190,TV Show,Synthetic Title 190,Steven Spielberg,"Leonardo DiCaprio, Scarlett Johansson",United Kingdom,"November 25, 2016",1993,R,10 Seasons,Documentaries,8.6,62.91,31747000,FALSE
s191,tv show,Synthetic Title 191,Steven Spielberg,Brad Pitt,United States,44956,1997,R,2 Seasons,Action & Adventure,2,66.27,69620000,FALSE
s192,TV Show,Synthetic Title 192,Ava DuVernay,Leonardo DiCaprio,United Kingdom,"May 17, 2017",1999,TV-14,5 Seasons,"International TV Shows, TV Dramas",5.3,133.8,23456000,FALSE
s193,TV Show,Synthetic Title 193,,"Leonardo DiCaprio, Scarlett Johansson",Canada,43427,1990,TV-14,10 Seasons,Documentaries,3.4,76.29,41964000,FALSE
s194,Movie,Synthetic Title 194,Bong Joon Ho,"Leonardo DiCaprio, Scarlett Johansson, Viola Davis",India,43848,1995,TV-MA,171mins,Comedies,8.3,78.81,14719000,TRUE
s195,movie ,Synthetic Title 195,Martin Scorsese,"Brad Pitt, Zendaya",United States,43910,1997,TV-MA,142 m,"International TV Shows, TV Dramas",3.3,84.39,65320000,TRUE
s196,MOVIE,Synthetic Title 196,Martin Scorsese,,India,42455,2000,TV-MA,87mins,"International TV Shows, TV Dramas",7.9,72.6,72671000,TRUE
s197,tv show,Synthetic Title 197,Bong Joon Ho,"Morgan Freeman, Zendaya, Brad Pitt",United States,"February 26, 2018",2000,R,8 Seasons,"Horror Movies, Thrillers",8.1,43.48,88701000,FALSE
s198,tv show,Synthetic Title 198,,"Morgan Freeman, Scarlett Johansson",South Korea,43264,2010,PG-13,9 Seasons,Crime TV Shows,7,142.59,60650000,TRUE
s199,MOVIE,Synthetic Title 199,Christopher Nolan,"Morgan Freeman, Brad Pitt",United States,43230,2005,TV-MA,127mins,Documentaries,2.6,123.87,45193000,TRUE
s200,MOVIE,Synthetic Title 200,Christopher Nolan,"Brad Pitt, Scarlett Johansson, Viola Davis",United States,44160,2016,NR,168 m,Documentaries,6.8,111.55,36648000,FALSE
s201,MOVIE,Synthetic Title 201,Martin Scorsese,"Scarlett Johansson, Leonardo DiCaprio, Brad Pitt",India,"December 22, 2022",2000,R,135 min,"Horror Movies, Thrillers",1.7,104.95,84613000,TRUE
s202,Movie,Synthetic Title 202,Martin Scorsese,,India,42950,2004,TV-14,62 min,Documentaries,1.3,139.37,67895000,FALSE
s203,MOVIE,Synthetic Title 203,,Tom Hanks,India,"June 30, 2017",2004,TV-PG,62mins,Comedies,4.5,142.17,81499000,FALSE
s204,TV Show,Synthetic Title 204,Greta Gerwig,"Scarlett Johansson, Viola Davis",Japan,44474,1994,NR,8 Seasons,"Horror Movies, Thrillers",9.1,89.35,73638000,TRUE
s205,MOVIE,Synthetic Title 205,Steven Spielberg,"Scarlett Johansson, Zendaya",Japan,"September 02, 2016",2012,R,123 m,"Horror Movies, Thrillers",4.7,119.88,53122000,TRUE
s206,TV Show,Synthetic Title 206,Greta Gerwig,"Brad Pitt, Morgan Freeman",South Korea,44270,1991,NR,7 S,Crime TV Shows,9.1,76.14,22675000,TRUE
s207,tv show,Synthetic Title 207,Bong Joon Ho,"Scarlett Johansson, Viola Davis, Morgan Freeman","United States, Canada",43910,2014,TV-PG,5 Seasons,Action & Adventure,2.1,66.77,74211000,TRUE
s208,Movie,Synthetic Title 208,,"Morgan Freeman, Brad Pitt",United Kingdom,"August 24, 2017",2023,TV-14,113mins,Action & Adventure,1.5,116.23,13658000,TRUE
s209,Movie,Synthetic Title 209,Christopher Nolan,"Viola Davis, Tom Hanks",South Korea,44606,2000,TV-MA,87mins,Documentaries,5.4,91.38,51335000,FALSE
s210,MOVIE,Synthetic Title 210,Steven Spielberg,Viola Davis,Japan,43943,2007,R,164mins,"Horror Movies, Thrillers",1,65.69,12586000,TRUE
s211,tv show,Synthetic Title 211,,Viola Davis,France,42046,2013,TV-PG,9 S,"International TV Shows, TV Dramas",5.7,5.82,87425000,TRUE
s212,movie ,Synthetic Title 212,Steven Spielberg,,United Kingdom,44352,1992,R,145mins,"International TV Shows, TV Dramas",9,95.81,92752000,FALSE
s213,TV Show,Synthetic Title 213,Christopher Nolan,"Morgan Freeman, Scarlett Johansson, Zendaya",India,"September 12, 2018",2020,PG-13,4 S,Comedies,6.1,65.52,22334000,TRUE
s214,TV Show,Synthetic Title 214,Martin Scorsese,"Viola Davis, Leonardo DiCaprio",India,43739,2005,TV-14,5 Seasons,Action & Adventure,2.6,10.74,23674000,FALSE
s215,Movie,Synthetic Title 215,Greta Gerwig,"Scarlett Johansson, Morgan Freeman, Brad Pitt",India,43742,2022,TV-MA,76 min,Action & Adventure,4.3,75,30676000,FALSE
s216,Movie,Synthetic Title 216,Christopher Nolan,"Leonardo DiCaprio, Viola Davis, Morgan Freeman",United States,45090,1995,TV-PG,67 min,Comedies,3.1,105.47,34643000,FALSE
s217,Movie,Synthetic Title 217,Greta Gerwig,Scarlett Johansson,"United States, Canada","April 09, 2018",1997,TV-PG,160 m,"Horror Movies, Thrillers",6.5,2.36,31272000,FALSE
s218,MOVIE,Synthetic Title 218,Christopher Nolan,Morgan Freeman,India,"June 29, 2017",2007,PG-13,64 m,Crime TV Shows,2,54.67,53833000,TRUE
s219,tv show,Synthetic Title 219,Steven Spielberg,"Viola Davis, Morgan Freeman, Tom Hanks",Canada,"September 23, 2015",1991,TV-MA,5 S,"International TV Shows, TV Dramas",8.2,75.76,4786000,TRUE
s220,tv show,Synthetic Title 220,Steven Spielberg,Leonardo DiCaprio,Canada,43597,2009,TV-14,8 Seasons,"Horror Movies, Thrillers",5.9,26.91,93438000,FALSE
s221,movie ,Synthetic Title 221,,"Tom Hanks, Brad Pitt",Canada,43294,2002,R,97mins,Crime TV Shows,8.7,46.21,78771000,TRUE
s222,tv show,Synthetic Title 222,Ava DuVernay,"Brad Pitt, Zendaya, Morgan Freeman",Canada,42703,1991,PG-13,1 S,"International TV Shows, TV Dramas",7.3,77.65,49106000,TRUE
s223,tv show,Synthetic Title 223,Christopher Nolan,"Zendaya, Scarlett Johansson",India,"May 15, 2021",2005,R,9 Seasons,Crime TV Shows,8.8,126.87,78240000,FALSE
s224,Movie,Synthetic Title 224,Ava DuVernay,"Brad Pitt, Leonardo DiCaprio, Morgan Freeman",India,"December 13, 2021",2010,R,153 m,Action & Adventure,7.1,21.19,49589000,TRUE
s225,Movie,Synthetic Title 225,Ava DuVernay,"Viola Davis, Brad Pitt","United States, Canada",42428,2015,TV-PG,140mins,Action & Adventure,3,40.46,46923000,FALSE
s226,MOVIE,Synthetic Title 226,Ava DuVernay,,France,"February 13, 2018",2012,NR,120 min,"International TV Shows, TV Dramas",8.5,4.36,62275000,FALSE
s227,Movie,Synthetic Title 227,,"Tom Hanks, Brad Pitt",United Kingdom,44486,2016,PG-13,123 m,Comedies,2.6,135.59,40132000,TRUE
s228,tv show,Synthetic Title 228,Steven Spielberg,"Morgan Freeman, Brad Pitt",South Korea,"April 07, 2022",1993,NR,9 S,Documentaries,3.8,24.42,13824000,FALSE
s229,tv show,Synthetic Title 229,,"Zendaya, Viola Davis",Japan,43540,1992,PG-13,1 S,Documentaries,2.2,24.02,13665000,FALSE
s230,TV Show,Synthetic Title 230,Greta Gerwig,"Scarlett Johansson, Morgan Freeman","United States, Canada",42341,2020,R,3 S,"Horror Movies, Thrillers",7.7,25.61,60858000,FALSE
s231,TV Show,Synthetic Title 231,Ava DuVernay,"Tom Hanks, Morgan Freeman, Brad Pitt",South Korea,44941,2019,PG-13,3 Seasons,Comedies,5.1,0.55,23705000,FALSE
s232,MOVIE,Synthetic Title 232,Greta Gerwig,"Viola Davis, Brad Pitt, Tom Hanks",United States,42275,2023,TV-14,66 m,"Horror Movies, Thrillers",999,16.66,5958000,TRUE
s233,movie ,Synthetic Title 233,Greta Gerwig,"Scarlett Johansson, Leonardo DiCaprio",Canada,42021,1992,R,172mins,"Horror Movies, Thrillers",6.9,60.79,97226000,FALSE
s234,Movie,Synthetic Title 234,Ava DuVernay,"Scarlett Johansson, Brad Pitt, Viola Davis","United States, Canada",42443,1990,R,174mins,"International TV Shows, TV Dramas",5.5,130.95,25728000,TRUE
s235,MOVIE,Synthetic Title 235,,Leonardo DiCaprio,France,43266,1995,TV-PG,148mins,Comedies,6.3,54.31,9728000,TRUE
s236,Movie,Synthetic Title 236,Ava DuVernay,Leonardo DiCaprio,India,"December 16, 2021",1999,R,143 min,"International TV Shows, TV Dramas",6.9,36.92,62223000,TRUE
s237,movie ,Synthetic Title 237,Bong Joon Ho,Scarlett Johansson,South Korea,"June 20, 2020",2014,R,151mins,"Horror Movies, Thrillers",1.5,52.84,15683000,TRUE
s238,movie ,Synthetic Title 238,Bong Joon Ho,,United States,"October 08, 2015",2001,R,62 m,Action & Adventure,5.7,93.22,50449000,FALSE
s239,Movie,Synthetic Title 239,,"Zendaya, Viola Davis","United States, Canada",43668,2021,R,138 min,"Horror Movies, Thrillers",3,61.67,41292000,TRUE
s240,tv show,Synthetic Title 240,Steven Spielberg,Zendaya,South Korea,42819,2005,R,4 S,Crime TV Shows,7.4,69.47,4472000,TRUE
s241,movie ,Synthetic Title 241,Christopher Nolan,"Scarlett Johansson, Viola Davis",United Kingdom,44885,2017,PG-13,179mins,"International TV Shows, TV Dramas",2.3,123.6,30967000,FALSE
s242,TV Show,Synthetic Title 242,Bong Joon Ho,Zendaya,South Korea,44697,2007,TV-14,9 Seasons,Documentaries,5.8,30.04,18206000,TRUE
s243,tv show,Synthetic Title 243,Martin Scorsese,Zendaya,India,43485,2013,R,9 Seasons,Action & Adventure,8.8,1,58113000,TRUE
s244,movie ,Synthetic Title 244,Bong Joon Ho,"Morgan Freeman, Zendaya, Viola Davis",India,44613,2010,TV-MA,158mins,Comedies,4.2,3.87,13604000,FALSE
s245,Movie,Synthetic Title 245,Bong Joon Ho,Morgan Freeman,"United States, Canada",44080,2022,NR,103 m,Comedies,2.3,42.46,33876000,FALSE
s246,Movie,Synthetic Title 246,Steven Spielberg,"Scarlett Johansson, Tom Hanks, Zendaya",Japan,42259,2003,PG-13,80 m,Crime TV Shows,5.9,123.52,58706000,TRUE
s247,Movie,Synthetic Title 247,Greta Gerwig,"Zendaya, Tom Hanks, Brad Pitt",United States,"June 08, 2022",1992,NR,131mins,Comedies,8.9,143.6,4221000,FALSE
s248,MOVIE,Synthetic Title 248,Bong Joon Ho,Brad Pitt,United States,42204,1993,TV-PG,173 m,Action & Adventure,5.6,122.47,38946000,TRUE
s249,Movie,Synthetic Title 249,,"Leonardo DiCaprio, Scarlett Johansson, Tom Hanks","United States, Canada",42544,1990,PG-13,103 min,Action & Adventure,1.7,62.18,15297000,TRUE
s250,Movie,Synthetic Title 250,Christopher Nolan,"Scarlett Johansson, Viola Davis, Morgan Freeman","United States, Canada",43314,2013,R,152 min,"Horror Movies, Thrillers",9.7,145.46,8223000,FALSE
s251,tv show,Synthetic Title 251,,Scarlett Johansson,Japan,"June 21, 2022",1993,TV-PG,5 S,Comedies,9.5,76.92,39983000,FALSE
s252,Movie,Synthetic Title 252,Greta Gerwig,Brad Pitt,India,43348,2015,PG-13,160 min,Comedies,5.4,32.37,4877000,FALSE
s253,TV Show,Synthetic Title 253,Ava DuVernay,Zendaya,"United States, Canada",43169,1996,NR,1 Season,Action & Adventure,9,28.26,96417000,FALSE
s254,MOVIE,Synthetic Title 254,Christopher Nolan,"Scarlett Johansson, Brad Pitt, Zendaya","United States, Canada",43861,2000,NR,122mins,"Horror Movies, Thrillers",6.5,69.74,70298000,TRUE
s255,MOVIE,Synthetic Title 255,Christopher Nolan,"Leonardo DiCaprio, Zendaya, Viola Davis",Japan,44618,2004,TV-PG,132 min,"Horror Movies, Thrillers",3.3,54.44,70734000,FALSE
s256,Movie,Synthetic Title 256,Steven Spielberg,,United Kingdom,43018,2010,PG-13,159 m,"International TV Shows, TV Dramas",7,87.58,41746000,TRUE
s257,tv show,Synthetic Title 257,Greta Gerwig,"Zendaya, Brad Pitt, Leonardo DiCaprio",South Korea,42926,1996,TV-MA,3 S,Comedies,3.3,79.41,93907000,FALSE
s258,movie ,Synthetic Title 258,Steven Spielberg,"Morgan Freeman, Scarlett Johansson",South Korea,42947,1993,R,150 min,Comedies,3.9,46.95,52620000,TRUE
s259,movie ,Synthetic Title 259,Bong Joon Ho,"Brad Pitt, Scarlett Johansson, Leonardo DiCaprio",Japan,45205,2007,TV-14,60mins,"International TV Shows, TV Dramas",4.1,116.5,56364000,FALSE
s260,TV Show,Synthetic Title 260,,"Tom Hanks, Brad Pitt, Zendaya",United States,42388,1990,TV-14,4 S,Action & Adventure,4.1,91.58,86848000,FALSE
s261,movie ,Synthetic Title 261,,Morgan Freeman,"United States, Canada",43774,1991,TV-PG,132 min,Crime TV Shows,5.5,127.26,83541000,FALSE
s262,MOVIE,Synthetic Title 262,Ava DuVernay,"Viola Davis, Morgan Freeman","United States, Canada","June 29, 2022",2000,TV-14,138mins,Comedies,8.1,42.57,52646000,FALSE
s263,MOVIE,Synthetic Title 263,,"Tom Hanks, Scarlett Johansson","United States, Canada","October 02, 2015",1998,R,146 min,"International TV Shows, TV Dramas",7.9,17.55,96494000,TRUE
s264,MOVIE,Synthetic Title 264,,Morgan Freeman,United Kingdom,"June 13, 2017",1998,NR,106 min,Crime TV Shows,8.9,99.69,88174000,TRUE
s265,tv show,Synthetic Title 265,Ava DuVernay,Brad Pitt,Japan,43742,2000,NR,10 S,"Horror Movies, Thrillers",9.5,61.48,42976000,FALSE
s266,tv show,Synthetic Title 266,Steven Spielberg,"Brad Pitt, Scarlett Johansson",Japan,45246,2000,PG-13,7 Seasons,Crime TV Shows,2.7,138.55,78595000,TRUE
s267,tv show,Synthetic Title 267,Greta Gerwig,"Tom Hanks, Brad Pitt",Japan,44703,2010,TV-14,9 Seasons,"International TV Shows, TV Dramas",5.1,133.31,84969000,FALSE
s268,movie ,Synthetic Title 268,Christopher Nolan,"Tom Hanks, Scarlett Johansson",India,43155,2003,TV-14,95 m,Documentaries,2.9,128.66,73910000,TRUE
s269,MOVIE,Synthetic Title 269,Christopher Nolan,Brad Pitt,South Korea,42252,2007,TV-14,174 min,Comedies,2.4,124.61,40810000,FALSE
s270,tv show,Synthetic Title 270,Christopher Nolan,,United States,42780,2010,R,3 S,Crime TV Shows,6,148.4,51911000,FALSE
s271,Movie,Synthetic Title 271,,Scarlett Johansson,Japan,"November 24, 2019",2016,PG-13,67 m,Action & Adventure,9.3,43.09,38263000,FALSE
s272,tv show,Synthetic Title 272,Ava DuVernay,"Tom Hanks, Scarlett Johansson, Zendaya",South Korea,45144,2006,TV-14,5 Seasons,"International TV Shows, TV Dramas",4.7,66.43,53108000,FALSE
s273,MOVIE,Synthetic Title 273,,"Viola Davis, Leonardo DiCaprio","United States, Canada",43236,2009,TV-14,98 min,Comedies,5.4,80.8,17434000,FALSE
s274,tv show,Synthetic Title 274,,Zendaya,United Kingdom,42066,1995,TV-MA,9 Seasons,Documentaries,6.8,137.58,96386000,TRUE
s275,movie ,Synthetic Title 275,Christopher Nolan,"Leonardo DiCaprio, Tom Hanks",United Kingdom,42506,2023,PG-13,127mins,Action & Adventure,7.9,103.93,23710000,TRUE
s276,tv show,Synthetic Title 276,,Scarlett Johansson,Canada,42236,2023,PG-13,8 Seasons,Documentaries,1.8,34.17,23713000,FALSE
s277,movie ,Synthetic Title 277,Greta Gerwig,"Leonardo DiCaprio, Viola Davis, Morgan Freeman",Canada,43340,2013,TV-14,70 m,"Horror Movies, Thrillers",7.6,30.49,53859000,TRUE
s278,movie ,Synthetic Title 278,Martin Scorsese,Scarlett Johansson,United States,45195,1994,R,122 m,Comedies,1.1,96.6,27414000,TRUE
s279,TV Show,Synthetic Title 279,Ava DuVernay,"Scarlett Johansson, Tom Hanks",India,44276,2003,PG-13,2 Seasons,Crime TV Shows,2.4,9.91,20326000,TRUE
s280,tv show,Synthetic Title 280,Ava DuVernay,"Viola Davis, Leonardo DiCaprio",France,42301,2004,R,4 Seasons,"International TV Shows, TV Dramas",6.9,46.81,30783000,FALSE
s281,movie ,Synthetic Title 281,Greta Gerwig,,United Kingdom,"August 05, 2023",2004,TV-MA,158 m,Crime TV Shows,8.3,88.7,78875000,FALSE
s282,tv show,Synthetic Title 282,,Scarlett Johansson,United States,"June 05, 2021",2013,TV-PG,8 Seasons,Action & Adventure,4.4,114.17,80684000,FALSE
s283,tv show,Synthetic Title 283,Ava DuVernay,Zendaya,South Korea,43293,2003,TV-14,1 Season,"International TV Shows, TV Dramas",3.8,86.25,82612000,FALSE
s284,Movie,Synthetic Title 284,Greta Gerwig,"Viola Davis, Scarlett Johansson",United States,"March 02, 2023",2022,PG-13,141 m,Documentaries,2.9,16.93,6660000,TRUE
s285,MOVIE,Synthetic Title 285,Bong Joon Ho,"Morgan Freeman, Viola Davis",Canada,"November 11, 2021",2002,R,137 min,Action & Adventure,5.6,84,32915000,TRUE
s286,tv show,Synthetic Title 286,Steven Spielberg,"Scarlett Johansson, Brad Pitt",Canada,44305,2009,NR,4 Seasons,Crime TV Shows,2.3,20.23,36327000,FALSE
s287,tv show,Synthetic Title 287,Martin Scorsese,,South Korea,43396,1995,TV-14,1 Season,"Horror Movies, Thrillers",4,133.26,31710000,TRUE
s288,MOVIE,Synthetic Title 288,,"Tom Hanks, Viola Davis, Zendaya",United Kingdom,43206,1990,TV-14,152mins,Comedies,6.1,75.82,16891000,TRUE
s289,Movie,Synthetic Title 289,Steven Spielberg,"Viola Davis, Tom Hanks, Morgan Freeman",France,43965,2023,TV-14,134 min,Comedies,8.9,60.64,99419000,FALSE
s290,TV Show,Synthetic Title 290,Ava DuVernay,"Scarlett Johansson, Leonardo DiCaprio, Zendaya",France,44104,2015,TV-PG,9 Seasons,Crime TV Shows,3.3,27.8,75309000,TRUE
s291,MOVIE,Synthetic Title 291,,Leonardo DiCaprio,Canada,"November 03, 2022",1990,TV-MA,67 min,Documentaries,1.7,112,73955000,FALSE
s292,tv show,Synthetic Title 292,,"Zendaya, Viola Davis",United Kingdom,44114,2022,TV-14,7 Seasons,Documentaries,3.5,98.68,47656000,TRUE
s293,TV Show,Synthetic Title 293,Christopher Nolan,Scarlett Johansson,South Korea,44581,2019,NR,3 S,"Horror Movies, Thrillers",4.4,89.53,15675000,FALSE
s294,tv show,Synthetic Title 294,Martin Scorsese,,"United States, Canada",45135,1990,NR,7 S,Documentaries,8.2,38.56,99199000,FALSE
s295,MOVIE,Synthetic Title 295,,,France,44921,2019,TV-14,178mins,"International TV Shows, TV Dramas",7.7,110.29,88646000,FALSE
s296,MOVIE,Synthetic Title 296,Bong Joon Ho,Scarlett Johansson,Canada,43390,2020,TV-14,71mins,Comedies,3.1,104.37,37131000,FALSE
s297,MOVIE,Synthetic Title 297,Steven Spielberg,Brad Pitt,Canada,44880,2003,NR,66mins,Comedies,4.2,82.28,50478000,TRUE
s298,TV Show,Synthetic Title 298,Greta Gerwig,"Leonardo DiCaprio, Scarlett Johansson, Brad Pitt",United States,44216,1993,TV-MA,5 S,Action & Adventure,6.7,110.83,71516000,FALSE
s299,TV Show,Synthetic Title 299,Bong Joon Ho,Leonardo DiCaprio,United States,44735,2023,TV-MA,2 Seasons,Comedies,6.2,83.97,85426000,TRUE
s300,movie ,Synthetic Title 300,Ava DuVernay,"Zendaya, Tom Hanks, Brad Pitt",Japan,44784,2012,TV-MA,150 min,Comedies,2.9,77.36,19249000,FALSE
s301,Movie,Synthetic Title 301,,"Scarlett Johansson, Tom Hanks, Morgan Freeman",South Korea,43858,1997,TV-PG,101mins,"International TV Shows, TV Dramas",999,100.73,15887000,TRUE
s302,Movie,Synthetic Title 302,Steven Spielberg,"Scarlett Johansson, Tom Hanks, Zendaya",India,44199,1990,PG-13,71 m,Action & Adventure,9,99.73,97599000,TRUE
s303,movie ,Synthetic Title 303,Christopher Nolan,"Scarlett Johansson, Morgan Freeman","United States, Canada",43734,2019,TV-PG,77 min,Comedies,2.6,60.87,55800000,FALSE
s304,MOVIE,Synthetic Title 304,Christopher Nolan,"Viola Davis, Leonardo DiCaprio, Brad Pitt",South Korea,42805,2005,R,113mins,Action & Adventure,4.6,115.74,24715000,FALSE
s305,movie ,Synthetic Title 305,Bong Joon Ho,"Zendaya, Brad Pitt",India,42326,1995,NR,111 min,"International TV Shows, TV Dramas",5.9,73.6,69315000,TRUE
s306,MOVIE,Synthetic Title 306,Martin Scorsese,Scarlett Johansson,South Korea,44160,2005,R,141 min,Documentaries,2.4,143.85,37528000,FALSE
s307,movie ,Synthetic Title 307,Christopher Nolan,"Leonardo DiCaprio, Viola Davis",South Korea,"July 05, 2023",1997,TV-PG,102mins,Crime TV Shows,5.5,62.49,58832000,FALSE
s308,movie ,Synthetic Title 308,Martin Scorsese,"Brad Pitt, Leonardo DiCaprio, Scarlett Johansson",United Kingdom,45270,2023,R,148mins,Crime TV Shows,3.1,65.33,71707000,FALSE
s309,Movie,Synthetic Title 309,Christopher Nolan,Viola Davis,South Korea,43924,2004,R,65 min,"Horror Movies, Thrillers",2.6,117.78,91253000,FALSE
s310,TV Show,Synthetic Title 310,Christopher Nolan,Tom Hanks,"United States, Canada","December 05, 2016",1991,TV-PG,7 S,Documentaries,4,82.15,59763000,FALSE
